,vault_name,vault_apy,vault_total_assets
2021-05-13 16:34:47.287621, KXUSD-DAI,111.05%  ,223.28K
2021-05-13 16:34:47.333024, FARM/ETH,14.52%,14.73M
2021-05-13 16:34:47.362193, FARM/GRAIN,82.08%,120.09K
2021-05-13 16:34:47.434390, DAI-BAC,54.53%  ,943.49K
2021-05-13 16:34:47.490338, DAI-BASv2,125.11%  ,76.76K
2021-05-13 16:34:47.560933, MAAPL-UST,64.68%  ,414.96K
2021-05-13 16:34:47.591318, MAMZN-UST,72.98%  ,269.45K
2021-05-13 16:34:47.629684, MGOOGL-UST,70.02%  ,304.68K
2021-05-13 16:34:47.678991, MTSLA-UST,76.61%  ,239.70K
2021-05-13 16:34:47.715934, MNFLX-UST,109.75%  ,428.94K
2021-05-13 16:34:47.751398, MTWTR-UST,113.00%  ,459.10K
2021-05-13 16:34:47.812636, CRV:LINK,9.01%  ,2.85M
2021-05-13 16:34:47.861999, TUSD,Inactive ,24.21K
2021-05-13 16:34:47.883525, CRV:AAVE,Inactive ,12.41K
2021-05-13 16:34:47.904232, RENBTC,Inactive ,125.33K
2021-05-13 16:34:47.927286, MIC-USDT,Inactive ,276.33K
2021-05-13 16:34:47.950422, MIS-USDT,Inactive ,76.46K
2021-05-13 16:34:47.973851, WBTC-TBTC,Inactive ,1.03K
2021-05-13 16:34:47.995346, ETH-DAI,Inactive ,20.25K
2021-05-13 16:34:48.017052, ETH-USDC,Inactive ,35.49K
2021-05-13 16:34:48.038430, ETH-USDT,Inactive ,11.41K
2021-05-13 16:34:48.059535, ETH-WBTC,Inactive ,34.91K
2021-05-13 16:34:48.080487, DAI-BSG,Inactive ,2.13K
2021-05-13 16:34:48.102323, DAI-BSGS,Inactive ,3.65K
2021-05-13 16:34:48.123242, BAC,Inactive ,490.97
2021-05-13 16:34:48.144082, ESD,Inactive ,23.99K
2021-05-13 16:34:48.164638, DSD,Inactive ,3.12K
2021-05-13 16:34:48.191432, FARM/USDC,Inactive,69.15K
2021-05-14 17:27:09.024770, WETH,2.66%  ,20.77M
2021-05-14 17:27:09.047234, COMFI-ETH,10000%+  ,781.53K
2021-05-14 17:27:09.070754, FARM,85.49%,53.37M
2021-05-14 17:27:09.163555, USDC,22.17%  ,41.16M
2021-05-14 17:27:09.183367, USDT,17.46%  ,9.89M
2021-05-14 17:27:09.205874, DAI,18.82%  ,14.80M
2021-05-14 17:27:09.231054, CRV:HUSD,17.17%  ,1.83M
2021-05-14 17:27:09.252728, YCRV,17.56%  ,1.78M
2021-05-14 17:27:09.274696, 3CRV,8.75%  ,8.11M
2021-05-14 17:27:09.299933, CRV:COMPOUND,19.91%  ,1.73M
2021-05-14 17:27:09.324233, CRV:BUSD,20.97%  ,4.32M
2021-05-14 17:27:09.347049, CRV:USDN,28.86%  ,11.48M
2021-05-14 17:27:09.368039, CRV:EURS,52.06%  ,1.74M
2021-05-14 17:27:09.389319, CRV:GUSD,21.42%  ,182.42K
2021-05-14 17:27:09.409606, CRV:UST,21.51%  ,538.20K
2021-05-14 17:27:09.430230, CRV:USDP,30.79%  ,438.59K
2021-05-14 17:27:09.468519, SUSHI,13.34%  ,6.40M
2021-05-14 17:27:09.491268, ETH-DAI,67.83%  ,19.69M
2021-05-14 17:27:09.515675, ETH-USDC,95.34%  ,8.34M
2021-05-14 17:27:09.541713, ETH-USDT,92.88%  ,6.82M
2021-05-14 17:27:09.562046, ETH-WBTC,47.88%  ,13.81M
2021-05-14 17:27:09.603766, CRV:STETH,10.26%  ,69.82M
2021-05-14 17:27:09.653792, CRV:HBTC,8.27%  ,11.88M
2021-05-14 17:27:09.678661, CRV:OBTC,13.92%  ,8.95M
2021-05-14 17:27:09.705225, CRV:TBTC,4.29%  ,636.88K
2021-05-14 17:27:09.732961, CRV:RENWBTC,3.23%  ,80.14M
2021-05-14 17:27:09.760842, WBTC,1.26%  ,1.71M
2021-05-14 17:27:09.803161, MUSE-ETH,302.09%  ,670.83K
2021-05-14 17:27:09.824123, DUDES20-ETH,830.85%  ,112.68K
2021-05-14 17:27:09.847150, MASK20-ETH,442.01%  ,108.53K
2021-05-14 17:27:09.867558, ROPE20-ETH,998.26%  ,114.13K
2021-05-14 17:27:09.888314, MCAT20-ETH,588.72%  ,50.74K
2021-05-14 17:27:09.908847, MEME20-ETH,619.48%  ,120.29K
2021-05-14 17:27:09.929763, GPUNKS20-ETH,632.85%  ,73.55K
2021-05-14 17:27:09.974419, 1INCH-ETH,19.63%  ,1.36M
2021-05-14 17:27:10.000814, 1INCH-USDC,49.67%  ,956.40K
2021-05-14 17:27:10.020961, 1INCH-WBTC,27.21%  ,857.22K
2021-05-14 17:27:10.059166, ETH-DAI,67.83%  ,257.16K
2021-05-14 17:27:10.079726, ETH-USDC,95.34%  ,142.05K
2021-05-14 17:27:10.101380, ETH-USDT,92.88%  ,92.37K
2021-05-14 17:27:10.133447, ETH-WBTC,47.88%  ,12.28M
2021-05-14 17:27:10.189499, ETH-SUSHI,27.64%  ,1.04M
2021-05-14 17:27:10.221097, ETH-PERP,47.33%  ,193.76K
2021-05-14 17:27:10.253175, ETH-DAI,51.03%  ,20.23M
2021-05-14 17:27:10.279998, ETH-USDC,78.84%  ,14.42M
2021-05-14 17:27:10.301861, ETH-USDT,74.66%  ,40.76M
2021-05-14 17:27:10.326252, ETH-WBTC,31.46%  ,18.85M
2021-05-14 17:27:10.349335, ETH-UST,67.61%  ,486.24K
2021-05-14 17:27:10.388094, ETH-DPI,20.09%  ,4.71M
2021-05-14 17:27:10.413760, WBTC-KBTC,145.94%  ,626.17K
2021-05-14 17:27:10.438445, WBTC-KLONX,143.38%  ,68.60K
2021-05-14 17:27:10.459111, ETH-MVI,21.67%  ,1.16M
2021-05-14 17:27:10.479477, KXUSD-DAI,137.95%  ,219.28K
2021-05-14 17:27:10.505272, FARM/ETH,23.04%,15.16M
2021-05-14 17:27:10.545976, FARM/GRAIN,68.84%,132.78K
2021-05-14 17:27:10.585145, DAI-BAC,56.60%  ,957.73K
2021-05-14 17:27:10.605582, DAI-BASv2,134.59%  ,75.27K
2021-05-14 17:27:10.643917, MAAPL-UST,69.97%  ,417.86K
2021-05-14 17:27:10.667315, MAMZN-UST,71.55%  ,271.95K
2021-05-14 17:27:10.691397, MGOOGL-UST,72.44%  ,308.14K
2021-05-14 17:27:10.711945, MTSLA-UST,84.49%  ,240.51K
2021-05-14 17:27:10.732481, MNFLX-UST,129.21%  ,395.68K
2021-05-14 17:27:10.753234, MTWTR-UST,131.47%  ,463.41K
2021-05-14 17:27:10.790936, CRV:LINK,8.87%  ,3.08M
2021-05-14 17:27:10.829455, TUSD,Inactive ,24.17K
2021-05-14 17:27:10.852017, CRV:AAVE,Inactive ,12.41K
2021-05-14 17:27:10.874761, RENBTC,Inactive ,127.93K
2021-05-14 17:27:10.896054, MIC-USDT,Inactive ,280.17K
2021-05-14 17:27:10.925939, MIS-USDT,Inactive ,68.64K
2021-05-14 17:27:10.957650, WBTC-TBTC,Inactive ,1.03K
2021-05-14 17:27:10.982143, ETH-DAI,Inactive ,21.03K
2021-05-14 17:27:11.002567, ETH-USDC,Inactive ,36.80K
2021-05-14 17:27:11.022830, ETH-USDT,Inactive ,11.91K
2021-05-14 17:27:11.043404, ETH-WBTC,Inactive ,36.58K
2021-05-14 17:27:11.063702, DAI-BSG,Inactive ,2.13K
2021-05-14 17:27:11.085163, DAI-BSGS,Inactive ,3.33K
2021-05-14 17:27:11.105411, BAC,Inactive ,503.75
2021-05-14 17:27:11.126058, ESD,Inactive ,27.14K
2021-05-14 17:27:11.145604, DSD,Inactive ,2.92K
2021-05-14 17:27:11.168916, FARM/USDC,Inactive,69.67K
2021-05-15 19:59:12.604183, WETH,3.11%  ,17.63M
2021-05-15 19:59:12.632029, COMFI-ETH,10000%+  ,613.39K
2021-05-15 19:59:12.661259, FARM,89.12%,55.12M
2021-05-15 19:59:12.712276, USDC,18.02%  ,39.70M
2021-05-15 19:59:12.734914, USDT,18.67%  ,9.83M
2021-05-15 19:59:12.759657, DAI,16.37%  ,14.98M
2021-05-15 19:59:12.780938, CRV:HUSD,14.20%  ,1.85M
2021-05-15 19:59:12.802422, YCRV,15.89%  ,1.78M
2021-05-15 19:59:12.825964, 3CRV,6.82%  ,8.11M
2021-05-15 19:59:12.853415, CRV:COMPOUND,19.79%  ,1.73M
2021-05-15 19:59:12.878020, CRV:BUSD,17.99%  ,4.32M
2021-05-15 19:59:12.900860, CRV:USDN,25.40%  ,10.79M
2021-05-15 19:59:12.921582, CRV:EURS,44.64%  ,1.77M
2021-05-15 19:59:12.943209, CRV:GUSD,19.30%  ,181.09K
2021-05-15 19:59:12.965255, CRV:UST,20.13%  ,537.18K
2021-05-15 19:59:12.986014, CRV:USDP,27.14%  ,433.30K
2021-05-15 19:59:13.024846, SUSHI,11.11%  ,5.23M
2021-05-15 19:59:13.045664, ETH-DAI,49.82%  ,18.74M
2021-05-15 19:59:13.070418, ETH-USDC,59.22%  ,7.99M
2021-05-15 19:59:13.094073, ETH-USDT,62.49%  ,6.45M
2021-05-15 19:59:13.121112, ETH-WBTC,35.86%  ,12.60M
2021-05-15 19:59:13.169469, CRV:STETH,9.72%  ,63.12M
2021-05-15 19:59:13.217155, CRV:HBTC,6.73%  ,11.02M
2021-05-15 19:59:13.238003, CRV:OBTC,13.83%  ,8.25M
2021-05-15 19:59:13.260939, CRV:TBTC,4.55%  ,587.23K
2021-05-15 19:59:13.284184, CRV:RENWBTC,3.28%  ,61.31M
2021-05-15 19:59:13.313439, WBTC,1.32%  ,1.58M
2021-05-15 19:59:13.358336, MUSE-ETH,303.17%  ,589.15K
2021-05-15 19:59:13.379541, DUDES20-ETH,774.04%  ,101.25K
2021-05-15 19:59:13.400636, MASK20-ETH,440.85%  ,95.71K
2021-05-15 19:59:13.421505, ROPE20-ETH,910.11%  ,103.26K
2021-05-15 19:59:13.442499, MCAT20-ETH,636.15%  ,42.09K
2021-05-15 19:59:13.463438, MEME20-ETH,591.78%  ,108.09K
2021-05-15 19:59:13.485419, GPUNKS20-ETH,625.73%  ,66.09K
2021-05-15 19:59:13.523710, 1INCH-ETH,15.58%  ,1.11M
2021-05-15 19:59:13.548149, 1INCH-USDC,33.38%  ,875.41K
2021-05-15 19:59:13.573250, 1INCH-WBTC,25.97%  ,785.95K
2021-05-15 19:59:13.616693, ETH-DAI,49.82%  ,244.46K
2021-05-15 19:59:13.648850, ETH-USDC,59.22%  ,134.56K
2021-05-15 19:59:13.683407, ETH-USDT,62.49%  ,87.39K
2021-05-15 19:59:13.711984, ETH-WBTC,35.86%  ,11.21M
2021-05-15 19:59:13.754086, ETH-SUSHI,37.37%  ,383.11K
2021-05-15 19:59:13.782322, ETH-PERP,62.72%  ,178.89K
2021-05-15 19:59:13.814393, ETH-DAI,35.38%  ,19.24M
2021-05-15 19:59:13.852412, ETH-USDC,45.41%  ,13.66M
2021-05-15 19:59:13.880911, ETH-USDT,46.69%  ,38.59M
2021-05-15 19:59:13.902098, ETH-WBTC,21.48%  ,17.22M
2021-05-15 19:59:13.923883, ETH-UST,64.31%  ,456.13K
2021-05-15 19:59:13.973362, ETH-DPI,15.42%  ,4.25M
2021-05-15 19:59:14.007473, WBTC-KBTC,135.54%  ,608.44K
2021-05-15 19:59:14.047299, WBTC-KLONX,144.49%  ,62.27K
2021-05-15 19:59:14.087941, ETH-MVI,21.66%  ,1.05M
2021-05-15 19:59:14.120909, KXUSD-DAI,131.76%  ,223.53K
2021-05-15 19:59:14.152943, FARM/ETH,19.00%,14.57M
2021-05-15 19:59:14.176171, FARM/GRAIN,71.12%,135.22K
2021-05-15 19:59:14.224365, DAI-BAC,48.23%  ,954.53K
2021-05-15 19:59:14.246509, DAI-BASv2,125.08%  ,72.40K
2021-05-15 19:59:14.286790, MAAPL-UST,63.01%  ,419.66K
2021-05-15 19:59:14.308667, MAMZN-UST,69.32%  ,272.42K
2021-05-15 19:59:14.330314, MGOOGL-UST,66.86%  ,308.46K
2021-05-15 19:59:14.351839, MTSLA-UST,75.00%  ,242.59K
2021-05-15 19:59:14.380417, MNFLX-UST,125.84%  ,393.70K
2021-05-15 19:59:14.417845, MTWTR-UST,123.50%  ,463.95K
2021-05-15 19:59:14.462728, CRV:LINK,9.30%  ,2.71M
2021-05-15 19:59:14.506015, TUSD,Inactive ,24.15K
2021-05-15 19:59:14.529045, CRV:AAVE,Inactive ,12.41K
2021-05-15 19:59:14.551352, RENBTC,Inactive ,118.34K
2021-05-15 19:59:14.574848, MIC-USDT,Inactive ,276.22K
2021-05-15 19:59:14.610235, MIS-USDT,Inactive ,63.82K
2021-05-15 19:59:14.665713, WBTC-TBTC,Inactive ,962.35
2021-05-15 19:59:14.732397, ETH-DAI,Inactive ,20.00K
2021-05-15 19:59:14.811635, ETH-USDC,Inactive ,34.88K
2021-05-15 19:59:14.882897, ETH-USDT,Inactive ,11.28K
2021-05-15 19:59:14.938590, ETH-WBTC,Inactive ,33.39K
2021-05-15 19:59:14.962067, DAI-BSG,Inactive ,2.13K
2021-05-15 19:59:14.983942, DAI-BSGS,Inactive ,3.33K
2021-05-15 19:59:15.005526, BAC,Inactive ,500.34
2021-05-15 19:59:15.026663, ESD,Inactive ,25.21K
2021-05-15 19:59:15.048541, DSD,Inactive ,2.90K
2021-05-15 19:59:15.072346, FARM/USDC,Inactive,70.20K
2021-05-17 17:44:01.611246, WETH,2.96%  ,15.40M
2021-05-17 17:44:01.653629, COMFI-ETH,10000%+  ,423.83K
2021-05-17 17:44:01.698433, FARM,81.83%,45.17M
2021-05-17 17:44:01.755304, USDC,15.83%  ,39.82M
2021-05-17 17:44:01.779567, USDT,16.44%  ,10.04M
2021-05-17 17:44:01.802389, DAI,12.43%  ,22.85M
2021-05-17 17:44:01.824725, CRV:HUSD,12.79%  ,1.73M
2021-05-17 17:44:01.845434, YCRV,14.11%  ,1.76M
2021-05-17 17:44:01.867463, 3CRV,7.39%  ,8.12M
2021-05-17 17:44:01.889260, CRV:COMPOUND,17.41%  ,1.73M
2021-05-17 17:44:01.910965, CRV:BUSD,13.95%  ,4.30M
2021-05-17 17:44:01.931367, CRV:USDN,24.06%  ,10.77M
2021-05-17 17:44:01.952567, CRV:EURS,40.45%  ,1.63M
2021-05-17 17:44:01.976397, CRV:GUSD,18.82%  ,177.57K
2021-05-17 17:44:01.998855, CRV:UST,17.73%  ,483.73K
2021-05-17 17:44:02.019768, CRV:USDP,24.49%  ,418.82K
2021-05-17 17:44:02.060170, SUSHI,19.84%  ,5.29M
2021-05-17 17:44:02.084343, ETH-DAI,86.65%  ,17.59M
2021-05-17 17:44:02.107913, ETH-USDC,84.45%  ,7.51M
2021-05-17 17:44:02.129407, ETH-USDT,84.19%  ,5.83M
2021-05-17 17:44:02.153214, ETH-WBTC,50.31%  ,11.87M
2021-05-17 17:44:02.196501, CRV:STETH,9.88%  ,55.59M
2021-05-17 17:44:02.238391, CRV:HBTC,6.69%  ,10.10M
2021-05-17 17:44:02.263820, CRV:OBTC,13.73%  ,7.47M
2021-05-17 17:44:02.285009, CRV:TBTC,5.02%  ,534.84K
2021-05-17 17:44:02.306272, CRV:RENWBTC,3.77%  ,52.55M
2021-05-17 17:44:02.326787, WBTC,2.13%  ,1.46M
2021-05-17 17:44:02.375976, MUSE-ETH,287.38%  ,554.02K
2021-05-17 17:44:02.398397, DUDES20-ETH,778.54%  ,86.89K
2021-05-17 17:44:02.420059, MASK20-ETH,426.21%  ,84.49K
2021-05-17 17:44:02.445272, ROPE20-ETH,895.28%  ,89.67K
2021-05-17 17:44:02.467417, MCAT20-ETH,633.28%  ,34.76K
2021-05-17 17:44:02.490678, MEME20-ETH,574.18%  ,94.08K
2021-05-17 17:44:02.511123, GPUNKS20-ETH,602.56%  ,57.61K
2021-05-17 17:44:02.553876, 1INCH-ETH,25.56%  ,972.87K
2021-05-17 17:44:02.575913, 1INCH-USDC,40.82%  ,770.59K
2021-05-17 17:44:02.599728, 1INCH-WBTC,35.53%  ,708.42K
2021-05-17 17:44:02.645406, ETH-DAI,86.65%  ,229.45K
2021-05-17 17:44:02.672052, ETH-USDC,84.45%  ,126.58K
2021-05-17 17:44:02.694886, ETH-USDT,84.19%  ,82.06K
2021-05-17 17:44:02.719991, ETH-WBTC,50.31%  ,10.10M
2021-05-17 17:44:02.766130, ETH-SUSHI,33.03%  ,360.18K
2021-05-17 17:44:02.790046, ETH-PERP,114.31%  ,65.37K
2021-05-17 17:44:02.812285, ETH-DAI,62.35%  ,18.08M
2021-05-17 17:44:02.836061, ETH-USDC,61.26%  ,12.87M
2021-05-17 17:44:02.860091, ETH-USDT,59.24%  ,36.24M
2021-05-17 17:44:02.932021, ETH-WBTC,26.64%  ,15.54M
2021-05-17 17:44:02.992622, ETH-UST,73.95%  ,429.33K
2021-05-17 17:44:03.054620, ETH-DPI,12.90%  ,3.80M
2021-05-17 17:44:03.079266, WBTC-KBTC,116.07%  ,574.75K
2021-05-17 17:44:03.102372, WBTC-KLONX,135.73%  ,55.14K
2021-05-17 17:44:03.125027, ETH-MVI,20.35%  ,940.11K
2021-05-17 17:44:03.150772, KXUSD-DAI,145.59%  ,136.89K
2021-05-17 17:44:03.173604, FARM/ETH,22.53%,12.42M
2021-05-17 17:44:03.197247, FARM/GRAIN,67.41%,109.86K
2021-05-17 17:44:03.239468, DAI-BAC,51.63%  ,946.34K
2021-05-17 17:44:03.262596, DAI-BASv2,106.64%  ,72.21K
2021-05-17 17:44:03.307927, MAAPL-UST,63.03%  ,413.70K
2021-05-17 17:44:03.329327, MAMZN-UST,65.35%  ,272.62K
2021-05-17 17:44:03.361004, MGOOGL-UST,62.76%  ,308.23K
2021-05-17 17:44:03.382697, MTSLA-UST,65.91%  ,236.94K
2021-05-17 17:44:03.406027, MNFLX-UST,113.33%  ,596.86K
2021-05-17 17:44:03.427450, MTWTR-UST,111.73%  ,507.82K
2021-05-17 17:44:03.469000, CRV:LINK,9.73%  ,2.15M
2021-05-17 17:44:03.514781, TUSD,Inactive ,24.06K
2021-05-17 17:44:03.537537, CRV:AAVE,Inactive ,12.41K
2021-05-17 17:44:03.562104, RENBTC,Inactive ,107.96K
2021-05-17 17:44:03.585478, MIC-USDT,Inactive ,275.50K
2021-05-17 17:44:03.609668, MIS-USDT,Inactive ,61.67K
2021-05-17 17:44:03.635409, WBTC-TBTC,Inactive ,882.14
2021-05-17 17:44:03.661143, ETH-DAI,Inactive ,18.79K
2021-05-17 17:44:03.683630, ETH-USDC,Inactive ,32.85K
2021-05-17 17:44:03.709002, ETH-USDT,Inactive ,10.61K
2021-05-17 17:44:03.731185, ETH-WBTC,Inactive ,30.12K
2021-05-17 17:44:03.760267, DAI-BSG,Inactive ,1.83K
2021-05-17 17:44:03.784203, DAI-BSGS,Inactive ,3.33K
2021-05-17 17:44:03.811447, BAC,Inactive ,493.59
2021-05-17 17:44:03.839235, ESD,Inactive ,23.65K
2021-05-17 17:44:03.863075, DSD,Inactive ,2.86K
2021-05-17 17:44:03.887884, FARM/USDC,Inactive,63.90K
2021-05-19 18:32:42.015026, WETH,2.60%  ,13.57M
2021-05-19 18:32:42.038358, COMFI-ETH,10000%+  ,390.07K
2021-05-19 18:32:42.059662, FARM,68.52%,34.83M
2021-05-19 18:32:42.139387, USDC,11.71%  ,40.91M
2021-05-19 18:32:42.178265, USDT,8.62%  ,50.09M
2021-05-19 18:32:42.200135, DAI,11.52%  ,22.17M
2021-05-19 18:32:42.221438, CRV:HUSD,9.55%  ,1.73M
2021-05-19 18:32:42.243369, YCRV,12.04%  ,1.45M
2021-05-19 18:32:42.265673, 3CRV,5.46%  ,8.10M
2021-05-19 18:32:42.286799, CRV:COMPOUND,14.56%  ,1.71M
2021-05-19 18:32:42.309085, CRV:BUSD,11.99%  ,4.29M
2021-05-19 18:32:42.330918, CRV:USDN,78.51%  ,7.59M
2021-05-19 18:32:42.351665, CRV:EURS,34.54%  ,585.55K
2021-05-19 18:32:42.374445, CRV:GUSD,14.81%  ,182.00K
2021-05-19 18:32:42.396317, CRV:UST,17.09%  ,248.89K
2021-05-19 18:32:42.418149, CRV:USDP,16.17%  ,425.24K
2021-05-19 18:32:42.460453, CRV:HBTC,5.43%  ,8.55M
2021-05-19 18:32:42.482494, CRV:OBTC,13.20%  ,6.75M
2021-05-19 18:32:42.504029, CRV:TBTC,4.71%  ,483.29K
2021-05-19 18:32:42.525041, CRV:RENWBTC,3.05%  ,43.99M
2021-05-19 18:32:42.548488, WBTC,1.95%  ,1.32M
2021-05-19 18:32:42.588366, CRV:STETH,9.27%  ,48.93M
2021-05-19 18:32:42.630614, ETH-DPI,23.02%  ,3.37M
2021-05-19 18:32:42.653573, WBTC-KBTC,107.80%  ,80.66K
2021-05-19 18:32:42.678780, WBTC-KLONX,109.44%  ,44.16K
2021-05-19 18:32:42.704450, ETH-MVI,20.28%  ,793.54K
2021-05-19 18:32:42.742639, KXUSD-DAI,103.20%  ,135.92K
2021-05-19 18:32:42.768965, FARM/ETH,17.12%,10.37M
2021-05-19 18:32:42.793983, FARM/GRAIN,56.15%,97.06K
2021-05-19 18:32:42.836418, ETH-SUSHI,37.33%  ,346.30K
2021-05-19 18:32:42.858183, ETH-PERP,109.89%  ,61.45K
2021-05-19 18:32:42.882562, ETH-DAI,69.27%  ,17.13M
2021-05-19 18:32:42.903818, ETH-USDC,59.35%  ,12.34M
2021-05-19 18:32:42.925351, ETH-USDT,25.54%  ,34.36M
2021-05-19 18:32:42.946506, ETH-WBTC,27.15%  ,13.91M
2021-05-19 18:32:42.973952, ETH-UST,85.53%  ,256.72K
2021-05-19 18:32:43.016809, SUSHI,61.93%  ,5.22M
2021-05-19 18:32:43.039882, ETH-DAI,137.01%  ,16.69M
2021-05-19 18:32:43.061932, ETH-USDC,126.30%  ,7.39M
2021-05-19 18:32:43.086210, ETH-USDT,120.70%  ,5.52M
2021-05-19 18:32:43.109528, ETH-WBTC,92.98%  ,10.81M
2021-05-19 18:32:43.158497, 1INCH-ETH,7.32%  ,815.70K
2021-05-19 18:32:43.185079, 1INCH-USDC,9.52%  ,348.53K
2021-05-19 18:32:43.215450, 1INCH-WBTC,2.86%  ,399.09K
2021-05-19 18:32:43.264837, ETH-DAI,137.01%  ,217.70K
2021-05-19 18:32:43.286295, ETH-USDC,126.30%  ,121.69K
2021-05-19 18:32:43.309906, ETH-USDT,120.70%  ,77.76K
2021-05-19 18:32:43.338348, ETH-WBTC,92.98%  ,9.05M
2021-05-19 18:32:43.390940, MUSE-ETH,259.81%  ,429.31K
2021-05-19 18:32:43.415802, DUDES20-ETH,603.80%  ,75.49K
2021-05-19 18:32:43.439404, MASK20-ETH,336.28%  ,73.05K
2021-05-19 18:32:43.460513, ROPE20-ETH,1599.65%  ,78.24K
2021-05-19 18:32:43.489940, MCAT20-ETH,452.15%  ,29.87K
2021-05-19 18:32:43.537239, MEME20-ETH,538.70%  ,71.37K
2021-05-19 18:32:43.569876, GPUNKS20-ETH,449.06%  ,51.06K
2021-05-19 18:32:43.642040, MAAPL-UST,51.94%  ,364.31K
2021-05-19 18:32:43.670623, MAMZN-UST,56.66%  ,270.85K
2021-05-19 18:32:43.704421, MGOOGL-UST,54.84%  ,306.62K
2021-05-19 18:32:43.727697, MTSLA-UST,61.50%  ,236.42K
2021-05-19 18:32:43.750962, MNFLX-UST,85.38%  ,545.46K
2021-05-19 18:32:43.775224, MTWTR-UST,87.87%  ,513.59K
2021-05-19 18:32:43.815819, CRV:LINK,6.92%  ,1.86M
2021-05-19 18:32:43.854836, DAI-BAC,48.66%  ,851.56K
2021-05-19 18:32:43.878248, DAI-BASv2,95.04%  ,63.35K
2021-05-19 18:32:43.917791, TUSD,Inactive ,24.22K
2021-05-19 18:32:43.938347, CRV:AAVE,Inactive ,12.41K
2021-05-19 18:32:43.966765, RENBTC,Inactive ,99.39K
2021-05-19 18:32:43.994002, MIC-USDT,Inactive ,275.69K
2021-05-19 18:32:44.017749, MIS-USDT,Inactive ,59.60K
2021-05-19 18:32:44.038883, WBTC-TBTC,Inactive ,804.33
2021-05-19 18:32:44.061259, ETH-DAI,Inactive ,17.88K
2021-05-19 18:32:44.084683, ETH-USDC,Inactive ,31.65K
2021-05-19 18:32:44.164277, ETH-USDT,Inactive ,10.09K
2021-05-19 18:32:44.185419, ETH-WBTC,Inactive ,27.01K
2021-05-19 18:32:44.209126, DAI-BSG,Inactive ,1.76K
2021-05-19 18:32:44.232460, DAI-BSGS,Inactive ,3.33K
2021-05-19 18:32:44.256983, BAC,Inactive ,397.95
2021-05-19 18:32:44.282655, ESD,Inactive ,18.12K
2021-05-19 18:32:44.305856, DSD,Inactive ,2.12K
2021-05-19 18:32:44.326873, FARM/USDC,Inactive,57.56K
2021-05-20 17:41:55.168704, WETH,2.60%  ,12.74M
2021-05-20 17:41:55.207870, COMFI-ETH,10000%+  ,381.83K
2021-05-20 17:41:55.274402, FARM,42.45%,32.61M
2021-05-20 17:41:55.330973, USDC,11.79%  ,39.71M
2021-05-20 17:41:55.355863, USDT,13.58%  ,9.88M
2021-05-20 17:41:55.383132, DAI,14.36%  ,22.05M
2021-05-20 17:41:55.405050, CRV:HUSD,10.68%  ,1.73M
2021-05-20 17:41:55.428338, YCRV,14.04%  ,1.45M
2021-05-20 17:41:55.465002, 3CRV,9.54%  ,8.10M
2021-05-20 17:41:55.497892, CRV:COMPOUND,11.56%  ,1.71M
2021-05-20 17:41:55.564472, CRV:BUSD,14.47%  ,2.25M
2021-05-20 17:41:55.633528, CRV:USDN,27.80%  ,5.74M
2021-05-20 17:41:55.673955, CRV:EURS,31.32%  ,571.39K
2021-05-20 17:41:55.707337, CRV:GUSD,19.29%  ,177.07K
2021-05-20 17:41:55.734845, CRV:UST,14.09%  ,243.96K
2021-05-20 17:41:55.757718, CRV:USDP,27.36%  ,405.09K
2021-05-20 17:41:55.811730, CRV:HBTC,5.58%  ,9.28M
2021-05-20 17:41:55.833890, CRV:OBTC,12.78%  ,6.73M
2021-05-20 17:41:55.859135, CRV:TBTC,4.10%  ,481.86K
2021-05-20 17:41:55.882983, CRV:RENWBTC,4.53%  ,43.78M
2021-05-20 17:41:55.910628, WBTC,4.45%  ,540.74K
2021-05-20 17:41:55.964437, CRV:STETH,10.40%  ,45.97M
2021-05-20 17:41:56.002359, ETH-DPI,34.06%  ,3.15M
2021-05-20 17:41:56.023564, WBTC-KBTC,66.51%  ,88.46K
2021-05-20 17:41:56.045172, WBTC-KLONX,72.73%  ,47.07K
2021-05-20 17:41:56.074265, ETH-MVI,22.25%  ,751.95K
2021-05-20 17:41:56.103191, KXUSD-DAI,97.51%  ,85.75K
2021-05-20 17:41:56.132233, FARM/ETH,29.06%,10.08M
2021-05-20 17:41:56.179866, FARM/GRAIN,62.39%,92.98K
2021-05-20 17:41:56.295918, ETH-SUSHI,54.92%  ,355.11K
2021-05-20 17:41:56.317211, ETH-PERP,115.46%  ,68.05K
2021-05-20 17:41:56.338966, ETH-DAI,245.62%  ,16.39M
2021-05-20 17:41:56.364354, ETH-USDC,308.32%  ,11.84M
2021-05-20 17:41:56.402386, ETH-USDT,195.50%  ,33.11M
2021-05-20 17:41:56.445211, ETH-WBTC,95.13%  ,13.48M
2021-05-20 17:41:56.486555, ETH-UST,119.70%  ,246.69K
2021-05-20 17:41:56.539347, SUSHI,36.94%  ,4.66M
2021-05-20 17:41:56.565729, ETH-DAI,288.10%  ,16.86M
2021-05-20 17:41:56.592507, ETH-USDC,349.99%  ,7.37M
2021-05-20 17:41:56.623005, ETH-USDT,238.11%  ,5.59M
2021-05-20 17:41:56.656930, ETH-WBTC,135.47%  ,11.20M
2021-05-20 17:41:56.706981, 1INCH-ETH,19.41%  ,773.58K
